id,text,type,option
crucible.mod_34777,"25% increased Damage per Endurance, Frenzy or Power Charge
-1 to Maximum Endurance, Frenzy and Power Charges (Tier 1)",crucible,
crucible.mod_27393,Rampage (Tier 1),crucible,
crucible.mod_42598,"Herald of Agony has 25% increased Buff Effect
Herald of Agony has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_9188,"Herald of Agony has 35% increased Buff Effect
Herald of Agony has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_63823,"Herald of Agony has 45% increased Buff Effect
Herald of Agony has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_29958,"Herald of Agony has 50% increased Buff Effect
Herald of Agony has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_8086,"Herald of Agony has 70% increased Buff Effect
Herald of Agony has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_56374,"Herald of Agony has 90% increased Buff Effect
Herald of Agony has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_60575,"Herald of Ash has 25% increased Reservation
Herald of Ash has 25% increased Buff Effect (Tier 1)",crucible,
crucible.mod_53850,"Herald of Ash has 25% increased Reservation
Herald of Ash has 35% increased Buff Effect (Tier 2)",crucible,
crucible.mod_56899,"Herald of Ash has 25% increased Reservation
Herald of Ash has 45% increased Buff Effect (Tier 3)",crucible,
crucible.mod_23508,"Herald of Ash has 50% increased Reservation
Herald of Ash has 50% increased Buff Effect (Tier 1)",crucible,
crucible.mod_1799,"Herald of Ash has 50% increased Reservation
Herald of Ash has 70% increased Buff Effect (Tier 2)",crucible,
crucible.mod_20166,"Herald of Ash has 50% increased Reservation
Herald of Ash has 90% increased Buff Effect (Tier 3)",crucible,
crucible.mod_53799,"Herald of Ice has 25% increased Reservation
Herald of Ice has 25% increased Buff Effect (Tier 1)",crucible,
crucible.mod_8465,"Herald of Ice has 25% increased Reservation
Herald of Ice has 35% increased Buff Effect (Tier 2)",crucible,
crucible.mod_7267,"Herald of Ice has 25% increased Reservation
Herald of Ice has 45% increased Buff Effect (Tier 3)",crucible,
crucible.mod_22706,"Herald of Ice has 50% increased Reservation
Herald of Ice has 50% increased Buff Effect (Tier 1)",crucible,
crucible.mod_26021,"Herald of Ice has 50% increased Reservation
Herald of Ice has 70% increased Buff Effect (Tier 2)",crucible,
crucible.mod_27341,"Herald of Ice has 50% increased Reservation
Herald of Ice has 90% increased Buff Effect (Tier 3)",crucible,
crucible.mod_2859,"Herald of Purity has 25% increased Buff Effect
Herald of Purity has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_1683,"Herald of Purity has 35% increased Buff Effect
Herald of Purity has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_34384,"Herald of Purity has 45% increased Buff Effect
Herald of Purity has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_2937,"Herald of Purity has 50% increased Buff Effect
Herald of Purity has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_3954,"Herald of Purity has 70% increased Buff Effect
Herald of Purity has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_49133,"Herald of Purity has 90% increased Buff Effect
Herald of Purity has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_777,"Herald of Thunder has 25% increased Reservation
Herald of Thunder has 25% increased Buff Effect (Tier 1)",crucible,
crucible.mod_58154,"Herald of Thunder has 25% increased Reservation
Herald of Thunder has 35% increased Buff Effect (Tier 2)",crucible,
crucible.mod_19425,"Herald of Thunder has 25% increased Reservation
Herald of Thunder has 45% increased Buff Effect (Tier 3)",crucible,
crucible.mod_29156,"Herald of Thunder has 50% increased Reservation
Herald of Thunder has 50% increased Buff Effect (Tier 1)",crucible,
crucible.mod_9075,"Herald of Thunder has 50% increased Reservation
Herald of Thunder has 70% increased Buff Effect (Tier 2)",crucible,
crucible.mod_34256,"Herald of Thunder has 50% increased Reservation
Herald of Thunder has 90% increased Buff Effect (Tier 3)",crucible,
crucible.mod_9783,"Anger has 20% increased Aura Effect
Anger has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_48119,"Anger has 25% increased Aura Effect
Anger has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_55655,"Anger has 30% increased Aura Effect
Anger has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_14270,"Anger has 40% increased Aura Effect
Anger has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_28432,"Anger has 50% increased Aura Effect
Anger has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_664,"Anger has 60% increased Aura Effect
Anger has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_37134,"Wrath has 20% increased Aura Effect
Wrath has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_53288,"Wrath has 25% increased Aura Effect
Wrath has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_24561,"Wrath has 30% increased Aura Effect
Wrath has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_54997,"Wrath has 40% increased Aura Effect
Wrath has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_57370,"Wrath has 50% increased Aura Effect
Wrath has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_3285,"Wrath has 60% increased Aura Effect
Wrath has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_28369,"Hatred has 20% increased Aura Effect
Hatred has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_4375,"Hatred has 25% increased Aura Effect
Hatred has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_31466,"Hatred has 30% increased Aura Effect
Hatred has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_27243,"Hatred has 40% increased Aura Effect
Hatred has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_15818,"Hatred has 50% increased Aura Effect
Hatred has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_59980,"Hatred has 60% increased Aura Effect
Hatred has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_8511,"Determination has 20% increased Aura Effect
Determination has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_46305,"Determination has 25% increased Aura Effect
Determination has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_24731,"Determination has 30% increased Aura Effect
Determination has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_31101,"Discipline has 20% increased Aura Effect
Discipline has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_23435,"Discipline has 25% increased Aura Effect
Discipline has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_27793,"Discipline has 30% increased Aura Effect
Discipline has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_63776,"Grace has 20% increased Aura Effect
Grace has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_4815,"Grace has 25% increased Aura Effect
Grace has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_9545,"Grace has 30% increased Aura Effect
Grace has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_56503,"Zealotry has 20% increased Aura Effect
Zealotry has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_5905,"Zealotry has 25% increased Aura Effect
Zealotry has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_25064,"Zealotry has 30% increased Aura Effect
Zealotry has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_16180,"Zealotry has 40% increased Aura Effect
Zealotry has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_60674,"Zealotry has 50% increased Aura Effect
Zealotry has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_58603,"Zealotry has 60% increased Aura Effect
Zealotry has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_21373,"Pride has 20% increased Aura Effect
Pride has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_57855,"Pride has 25% increased Aura Effect
Pride has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_51920,"Pride has 30% increased Aura Effect
Pride has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_23802,"Pride has 40% increased Aura Effect
Pride has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_46544,"Pride has 50% increased Aura Effect
Pride has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_47160,"Pride has 60% increased Aura Effect
Pride has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_53250,"Purity of Fire has 20% increased Aura Effect
Purity of Fire has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_44607,"Purity of Fire has 25% increased Aura Effect
Purity of Fire has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_37703,"Purity of Fire has 30% increased Aura Effect
Purity of Fire has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_64062,"Purity of Ice has 20% increased Aura Effect
Purity of Ice has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_60707,"Purity of Ice has 25% increased Aura Effect
Purity of Ice has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_54096,"Purity of Ice has 30% increased Aura Effect
Purity of Ice has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_22630,"Purity of Lightning has 20% increased Aura Effect
Purity of Lightning has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_15792,"Purity of Lightning has 25% increased Aura Effect
Purity of Lightning has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_49397,"Purity of Lightning has 30% increased Aura Effect
Purity of Lightning has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_4891,"Purity of Elements has 20% increased Aura Effect
Purity of Elements has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_19414,"Purity of Elements has 25% increased Aura Effect
Purity of Elements has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_31468,"Purity of Elements has 30% increased Aura Effect
Purity of Elements has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_30596,"Malevolence has 20% increased Aura Effect
Malevolence has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_33445,"Malevolence has 25% increased Aura Effect
Malevolence has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_27914,"Malevolence has 30% increased Aura Effect
Malevolence has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_51011,"Malevolence has 40% increased Aura Effect
Malevolence has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_35548,"Malevolence has 50% increased Aura Effect
Malevolence has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_34560,"Malevolence has 60% increased Aura Effect
Malevolence has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_29873,"Haste has 20% increased Aura Effect
Haste has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_61538,"Haste has 25% increased Aura Effect
Haste has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_17551,"Haste has 30% increased Aura Effect
Haste has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_7933,"Haste has 40% increased Aura Effect
Haste has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_42361,"Haste has 50% increased Aura Effect
Haste has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_32906,"Haste has 60% increased Aura Effect
Haste has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_18416,"Precision has 20% increased Aura Effect
Precision has 25% increased Reservation (Tier 1)",crucible,
crucible.mod_32121,"Precision has 25% increased Aura Effect
Precision has 25% increased Reservation (Tier 2)",crucible,
crucible.mod_10647,"Precision has 30% increased Aura Effect
Precision has 25% increased Reservation (Tier 3)",crucible,
crucible.mod_16175,"Precision has 40% increased Aura Effect
Precision has 50% increased Reservation (Tier 1)",crucible,
crucible.mod_2821,"Precision has 50% increased Aura Effect
Precision has 50% increased Reservation (Tier 2)",crucible,
crucible.mod_24956,"Precision has 60% increased Aura Effect
Precision has 50% increased Reservation (Tier 3)",crucible,
crucible.mod_33868,"Banner Skills have 20% increased Aura Effect
25% increased Reservation of Banner Skills (Tier 1)",crucible,
crucible.mod_28382,"Banner Skills have 25% increased Aura Effect
25% increased Reservation of Banner Skills (Tier 2)",crucible,
crucible.mod_17546,"Banner Skills have 30% increased Aura Effect
25% increased Reservation of Banner Skills (Tier 3)",crucible,
crucible.mod_8067,"Banner Skills have 40% increased Aura Effect
50% increased Reservation of Banner Skills (Tier 1)",crucible,
crucible.mod_2028,"Banner Skills have 50% increased Aura Effect
50% increased Reservation of Banner Skills (Tier 2)",crucible,
crucible.mod_40992,"Banner Skills have 60% increased Aura Effect
50% increased Reservation of Banner Skills (Tier 3)",crucible,
crucible.mod_54555,"-5% to amount of Suppressed Spell Damage Prevented
+20% chance to Suppress Spell Damage (Tier 1)",crucible,
crucible.mod_45517,"-5% to amount of Suppressed Spell Damage Prevented
+25% chance to Suppress Spell Damage (Tier 2)",crucible,
crucible.mod_25739,"Prevent +2% of Suppressed Spell Damage
-10% chance to Suppress Spell Damage (Tier 1)",crucible,
crucible.mod_34924,"Prevent +3% of Suppressed Spell Damage
-10% chance to Suppress Spell Damage (Tier 2)",crucible,
crucible.mod_11828,"+20% chance to Suppress Spell Damage
-15% chance to Suppress Spell Damage if you've Suppressed Spell Damage Recently (Tier 1)",crucible,
crucible.mod_32213,"+25% chance to Suppress Spell Damage
-18% chance to Suppress Spell Damage if you've Suppressed Spell Damage Recently (Tier 2)",crucible,
crucible.mod_63571,Recover 2% of Life when you Suppress Spell Damage (Tier 1),crucible,
crucible.mod_55865,Recover 3% of Life when you Suppress Spell Damage (Tier 2),crucible,
crucible.mod_21274,Recover 30 Life when you Block (Tier 1),crucible,
crucible.mod_2611,Recover 50 Life when you Block (Tier 2),crucible,
crucible.mod_35818,Gain 30 Energy Shield when you Block (Tier 1),crucible,
crucible.mod_2697,Gain 50 Energy Shield when you Block (Tier 2),crucible,
crucible.mod_43398,30 Mana gained when you Block (Tier 1),crucible,
crucible.mod_51285,50 Mana gained when you Block (Tier 2),crucible,
crucible.mod_8925,50% chance to Chill Attackers for 4 seconds on Block (Tier 1),crucible,
crucible.mod_37758,Chill Attackers for 4 seconds on Block (Tier 2),crucible,
crucible.mod_36676,50% chance to Shock Attackers for 4 seconds on Block (Tier 1),crucible,
crucible.mod_26956,Shock Attackers for 4 seconds on Block (Tier 2),crucible,
crucible.mod_65050,15% chance to Scorch Enemies when you Block their Damage (Tier 1),crucible,
crucible.mod_46025,20% chance to Scorch Enemies when you Block their Damage (Tier 2),crucible,
crucible.mod_40408,15% chance to inflict Brittle on Enemies when you Block their Damage (Tier 1),crucible,
crucible.mod_16725,20% chance to inflict Brittle on Enemies when you Block their Damage (Tier 2),crucible,
crucible.mod_30229,15% chance to Sap Enemies when you Block their Damage (Tier 1),crucible,
crucible.mod_2067,20% chance to Sap Enemies when you Block their Damage (Tier 2),crucible,
crucible.mod_50957,"+2% to maximum Chance to Block Attack Damage
You take 5% of Damage from Blocked Hits (Tier 1)",crucible,
crucible.mod_36976,"+3% to maximum Chance to Block Attack Damage
You take 5% of Damage from Blocked Hits (Tier 2)",crucible,
crucible.mod_32209,"+2% to maximum Chance to Block Spell Damage
You take 5% of Damage from Blocked Hits (Tier 1)",crucible,
